Kalimat,Anotasi Program,Anotasi Furqon,Anotasi Richard,Richard dan Furqon,Anotasi Yuly
"Rommy berucap, ""Pada akhirnya warga Jawa Barat, kami yakini akan menjatuhkan pilihan pada pasangan Rindu"".",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O B-A1 I-A1 O O B-AM-TMP I-AM-TMP B-A0 I-A0 I-A0 O B-A0 O B-AM-MOD B-V B-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O B-AM-TMP I-AM-TMP B-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
"PT Adi Perkasa mulai mencetak Surat suara pemilihan Gubernur Sulawesi Selatan atau pilgub Sulsel 2018, di Jalan Adipura Raya Makassar, Jumat, 1 Juni 2018.",B-A0 I-A0 I-A0 B-AM-TMP B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O O,B-A0 I-A0 I-A0 B-AM-MOD B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-AM-TMP O I-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
Pencetakan surat suara itu dilakukan setelah disetujui semua komisioner dan anggota Komisi Pemilihan Umum Sulawesi Selatan.,B-A0 I-A0 I-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 O B-V B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,B-A1 I-A1 I-A1 I-A1 B-V B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Direktur Utama PT Adi Perkasa Makassar Makmur Nakku berkata, ""Alhamdulillah ini sudah disetujui dan hari ini cetak pertama,"" Jumat.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 B-AM-TMP I-AM-TMP B-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O O B-AM-TMP O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O B-AM-TMP O,Beda,
"Direktur Utama PT Adi Perkasa Makassar Makmur Nakku mengatakan, sebelum surat suara dicetak, desainnya harus disetujui semua calon Gubernur Sulawesi Selatan.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
Adapun jumlah pemilih tetap yang masuk di percetakan sebanyak 6.0180.129.,None (predicate not found),None (no predicate found),None (predicate not found),Beda,
"Makmur berucap, ""Hari pertama ini kita target cetak 1,5 juta lembar surat suara"".",None (predicate not found),B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
"Saat ini, Direktur Utama PT Adi Perkasa Makassar, Makmur Nakku berpendapat, pihaknya menggunakan tiga mesin cetak, dengan jumlah surat suara yang mampu dicetak per jam 75 ribu lembar.",None (more than 30),B-AM-TMP I-AM-TMP O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 O B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O,B-AM-TMP I-AM-TMP O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Makmur berkata, ""Insya Allah pekan depan sudah selesai"".",None (predicate not found),B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
"Apalagi ada daerah yang menjadi prioritas dalam pendistribusian surat suara di Sulawesi Selatan. Di antaranya Kabupaten Luwu Utara, Selayar, dan Pangkep. Alasannya, wilayah tersebut jauh dari jangkauan.",None (more than 30),O B-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O O O O O O O O O O O O O O O O O O O O,O B-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O I-AM-LOC O O I-AM-LOC O B-AM-CAU O I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O,Beda,
Ketua KPU Sulawesi Selatan Misna M. Attas datang ke percetakan untuk melihat kesiapan percetakan.,None (predicate not found),B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
Ketua KPU Sulawesi Selatan Misna M. Attas meminta percetakan menyelesaikan pencetakan surat suara pilgub Sulsel dengan cepat.,B-A0 I-A0 I-A0 I-A0 I-A0 O B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-ADV I-AM-ADV O,Beda,
"Ketua KPU Sulawesi Selatan Misna M. Attas berkata, ""Kalau sudah sesuai dengan gambar yang masuk dari masing-masing calon, termasuk kertasnya, itu sudah bisa dicetak"".",B-A0 I-A0 I-A0 I-A0 I-A0 O O O O O O B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O B-A0 I-A0 I-A0 I-A0 O O O B-AM-MOD B-V O O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O O,Beda,
"Meski begitu, Misna mengakui tak bagus juga jika surat suara terlalu cepat sampai di kabupaten/kota. Pasalnya, jika surat suara sudah turun ke daerah, pengamanannya merepotkan.",B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU B-V B-AM-NEG B-AM-ADV I-AM-ADV B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC O B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O,O O O B-A0 B-V B-AM-NEG I-AM-NEG O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC O O O O O O O O O O O O O O,B-AM-CAU I-AM-CAU O B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC O B-AM-CAU O I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O I-AM-CAU I-AM-CAU O,Beda,
"Misna mengucapkan, ""Jadi perencanaan surat suara itu terakhir. Kalau sudah disortir, sudah dikunci kotaknya"".",B-A0 B-V B-A1 O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O B-AM-ADV O O B-AM-ADV O O O O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 O O,Beda,
"Karena itu, Misna berharap kualitas surat suara untuk pilgub Sulsel ini tak dikhawatirkan lagi.",B-AM-CAU I-AM-CAU O O B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU B-AM-GOL I-AM-GOL B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O,O O O B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-AM-CAU I-AM-CAU O B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Bahkan, sebelum surat suara didistribusikan, surat suara akan dilihat satu per satu, misalnya warnanya tak menumpuk dan gambar tidak bias.",B-AM-CAU B-AM-TMP I-AM-TMP B-A0 I-A0 I-A0 I-A0 B-AM-MOD B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-NEG B-AM-CAU I-AM-CAU I-AM-CAU B-AM-NEG O O,O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O B-A0 I-A0 B-AM-MOD B-V B-A1 I-A1 I-A1 O B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O,O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O B-AM-MOD B-V B-A1 I-A1 I-A1 O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Namun, untuk daerah Kabupaten Selayar, kemungkinan surat suara pilgub Sulsel itu bisa lebih awal didistribusikan. Sebab, berdasarkan laporan KPU setempat, kemungkinan ada ombak besar saat pendistribusian.",None (more than 30),O O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-A0 I-A0 I-A0 I-A0 I-A0 O B-AM-MOD B-AM-TMP I-AM-TMP B-V O O O O O O O O O O O O O O O,O O B-A0 I-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-AM-MOD B-AM-TMP I-AM-TMP B-V O B-AM-CAU O I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O,Beda,
"Misna berkata, ""Jadi diberikan penanganan khusus, kita akan kerja sama dengan TNI dan polisi"".",B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
"Misna berkata, ""Luwu Utara juga ada daerah gunung yang sulit dijangkau"".",B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
Partai Persatuan Pembangunan membidik daerah pedalaman untuk memenangkan pasangan cagub dan cawagub Jatim Khofifah Indar Parawansa-Emil Dardak.,B-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 B-V B-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,B-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
PPP menurunkan lima kendaraan beratribut kampanye untuk menyasar seluruh kabupaten/kota di pedalaman Jawa Timur.,B-A0 B-V B-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O,Sama,
"Sekretaris Tim PPP untuk Pemenangan Khofifah-Emil, Achmad Baidowi berkata, ""PPP lebih menyasar ke daerah-daerah pedalaman yang selama ini belum terjangkau,"" dalam keterangan tertulis, Sabtu 2 Juni 2018.",None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,"B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 I-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O B-AM-LOC I-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O

O O O O O O O O O O O O B-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O O O O O O O O O",Beda,
"Gerilya pertama dilakukan dengan menyambangi komunitas petani hutan, petani tebu, hingga komunitas pendidikan di pedalaman Jatiroto, Lumajang, Jawa Timur.",B-A0 I-A0 I-A0 B-AM-ADV B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O,B-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O,B-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O I-AM-LOC O I-AM-LOC I-AM-LOC O,Beda,
"Achmad mengatakan selama perjalanan, antusiasme masyarakat cukup tinggi terhadap kehadiran tim.",B-A0 B-V B-AM-TMP B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V B-AM-TMP I-AM-TMP O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V B-AM-TMP I-AM-TMP O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Sama,
"Achmad berpendapat, kehadiran tim PPP sekaligus melengkapi pergerakan tim resmi yang sudah berjalan.",B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Sama,
"Anggota Komisi II DPR Achmad juga mengungkapkan, setiap turun ke lapangan, tim PPP selalu menyempatkan diri untuk mampir ke kantor DPC PPP setempat.",B-A0 I-A0 I-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 O B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 O B-V O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Achmad menerangkan, ""Tujuannya untuk memastikan bahwa struktur PPP juga bergerak"".",B-A0 B-V O O B-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O O B-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O O,Beda,
"tim PPP juga turut membagikan takjil kepada para pengguna jalan, selain membagikan kalender dan kaus, di beberapa kota.",B-A0 I-A0 O O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-V B-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O,B-A0 I-A0 O O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-AM-LOC I-AM-LOC I-AM-LOC O,B-A0 I-A0 O O B-V B-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O B-AM-LOC I-AM-LOC I-AM-LOC O,Beda,
Diharapkan simpati warga terhadap pasangan Khofifah-Emil bisa meningkat.,B-AM-GOL B-A0 B-A0 B-V B-A0 I-A0 B-AM-ADV O O,None (no predicate found),O B-A0 I-A0 I-A0 I-A0 I-A0 B-AM-MOD B-V O,Beda,
"Warga Al-Washliyah memberikan dukungan kepada Dewan Penasihat Al-Jam'iyatul Washliyah Edy Rahmayadi-Musa Rajekshah, yang maju pada Pemilihan Gubernur Sumut pada 27 Juni 2018.",B-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Dalam sambutannya, Ketum PB Al-Washliyah, Yusnar Yusuf Rangkuti, mengatakan sosok Edy diharapkan mempunyai karakter empat sosok Khulafaurrasyidin, yaitu Abu Bakar as-Shiddiq, Umar bin Khatab, Usman bin Affan, dan Ali bin Abu Thalib.",None (more than 30),O O O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-AM-TMP I-AM-TMP O B-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Ketum PB Al-Washliyah, Yusnar Yusuf Rangkuti  berujar, ""Semoga keempat Khulafaurasyidin ini ada di sosok Pak Edy untuk mewujudkan Sumut Bermartabat. Umat Islam di Sumut seharusnya datang ke TPS dan memenangkan Eramas. Umat harus bersatu,"" dalam keterangan tertulis, Sabtu 2 Juni 2018.",None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 O O B-AM-LOC I-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Senada dengan Yusnar, Sekjen PB Al-Washliyah Masyuri Khamis mendorong semangat Edy Rahmayadi dan juga warga Al-Washliyah agar tidak pernah mundur dalam menegakkan agama Islam.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,O O O O B-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,O O O O B-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,Sama,
"Sekjen PB Al-Washliyah, Masyuri Khamis berujar, ""Saya lihat ciri-ciri pemimpin yang ada pada Nabi dan Rasul dimiliki Bapak Edy, seperti memiliki pengetahuan yang luas, tangguh, dan ganteng. Tinggal amanahnya yang kita tunggu. Jangan putus asa dan jangan mundur menegakkan agama Islam"".",None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 O I-A0 I-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
"Sementara itu, Edy Rahmayadi, yang juga hadir di tengah-tengah keluarga besar Al-Washliyah, mengatakan Sumut tidak akan bermartabat jika ormas Al-Washliyah tidak ada.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O B-V B-AM-LOC I-AM-LOC B-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-NEG B-A1 O,O O O B-A0 I-A0 O O O O O O O O O O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,O O O B-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Karena itu, Edy mengaku berterima kasih atas dukungannya.",B-AM-CAU I-AM-CAU O B-A0 O B-V B-A1 I-A1 I-A1 O,O O O B-A0 B-V B-A1 I-A1 I-A1 I-A1 O,B-AM-CAU I-AM-CAU O B-A0 B-V B-A1 I-A1 I-A1 I-A1 O,Beda,
